"beta0","beta1","loglikelihood"
70.8,3.65,-35.5344264018751
70.9,3.65,-35.5491872075822
71,3.65,-35.5640529230669
71.1,3.65,-35.5790235483292
71.2,3.65,-35.594099083369
71.3,3.65,-35.6092795281865
71.4,3.65,-35.6245648827815
71.5,3.65,-35.6399551471542
71.6,3.65,-35.6554503213044
71.7,3.65,-35.6710504052322
71.8,3.65,-35.6867553989376
71.9,3.65,-35.7025653024206
72,3.65,-35.7184801156812
72.1,3.65,-35.7344998387194
72.2,3.65,-35.7506244715352
72.3,3.65,-35.7668540141286
72.4,3.65,-35.7831884664995
72.5,3.65,-35.7996278286481
72.6,3.65,-35.8161721005742
72.7,3.65,-35.832821282278
72.8,3.65,-35.8495753737593
72.9,3.65,-35.8664343750182
73,3.65,-35.8833982860547
73.1,3.65,-35.9004671068688
73.2,3.65,-35.9176408374605
73.3,3.65,-35.9349194778298
73.4,3.65,-35.9523030279767
73.5,3.65,-35.9697914879011
73.6,3.65,-35.9873848576032
73.7,3.65,-36.0050831370828
73.8,3.65,-36.0228863263401
73.9,3.65,-36.0407944253749
74,3.65,-36.0588074341873
74.1,3.65,-36.0769253527773
74.2,3.65,-36.0951481811449
74.3,3.65,-36.1134759192901
74.4,3.65,-36.1319085672129
74.5,3.65,-36.1504461249133
74.6,3.65,-36.1690885923913
74.7,3.65,-36.1878359696468
74.8,3.65,-36.20668825668
74.9,3.65,-36.2256454534907
75,3.65,-36.244707560079
50,3.66,-34.7043235902931
50.1,3.66,-34.6979975307043
50.2,3.66,-34.6917763808931
50.3,3.66,-34.6856601408596
50.4,3.66,-34.6796488106036
50.5,3.66,-34.6737423901252
50.6,3.66,-34.6679408794244
50.7,3.66,-34.6622442785012
50.8,3.66,-34.6566525873556
50.9,3.66,-34.6511658059876
51,3.66,-34.6457839343971
51.1,3.66,-34.6405069725843
51.2,3.66,-34.635334920549
51.3,3.66,-34.6302677782914
51.4,3.66,-34.6253055458113
51.5,3.66,-34.6204482231088
51.6,3.66,-34.615695810184
51.7,3.66,-34.6110483070367
51.8,3.66,-34.606505713667
51.9,3.66,-34.6020680300749
52,3.66,-34.5977352562603
52.1,3.66,-34.5935073922234
52.2,3.66,-34.5893844379641
52.3,3.66,-34.5853663934823
52.4,3.66,-34.5814532587782
52.5,3.66,-34.5776450338516
52.6,3.66,-34.5739417187026
52.7,3.66,-34.5703433133313
52.8,3.66,-34.5668498177375
52.9,3.66,-34.5634612319213
53,3.66,-34.5601775558827
53.1,3.66,-34.5569987896216
53.2,3.66,-34.5539249331382
53.3,3.66,-34.5509559864324
53.4,3.66,-34.5480919495041
53.5,3.66,-34.5453328223535
53.6,3.66,-34.5426786049804
53.7,3.66,-34.540129297385
53.8,3.66,-34.5376848995671
53.9,3.66,-34.5353454115268
54,3.66,-34.5331108332641
54.1,3.66,-34.530981164779
54.2,3.66,-34.5289564060715
54.3,3.66,-34.5270365571416
54.4,3.66,-34.5252216179892
54.5,3.66,-34.5235115886145
54.6,3.66,-34.5219064690174
54.7,3.66,-34.5204062591978
54.8,3.66,-34.5190109591558
54.9,3.66,-34.5177205688915
55,3.66,-34.5165350884047
55.1,3.66,-34.5154545176955
55.2,3.66,-34.5144788567639
55.3,3.66,-34.5136081056099
55.4,3.66,-34.5128422642335
55.5,3.66,-34.5121813326347
55.6,3.66,-34.5116253108134
55.7,3.66,-34.5111741987698
55.8,3.66,-34.5108279965037
55.9,3.66,-34.5105867040153
56,3.66,-34.5104503213044
56.1,3.66,-34.5104188483711
56.2,3.66,-34.5104922852154
56.3,3.66,-34.5106706318373
56.4,3.66,-34.5109538882368
56.5,3.66,-34.5113420544139
56.6,3.66,-34.5118351303686
56.7,3.66,-34.5124331161009
56.8,3.66,-34.5131360116107
56.9,3.66,-34.5139438168982
57,3.66,-34.5148565319632
57.1,3.66,-34.5158741568059
57.2,3.66,-34.5169966914261
57.3,3.66,-34.5182241358239
57.4,3.66,-34.5195564899993
57.5,3.66,-34.5209937539523
57.6,3.66,-34.5225359276829
57.7,3.66,-34.5241830111911
57.8,3.66,-34.5259350044769
57.9,3.66,-34.5277919075402
58,3.66,-34.5297537203812
58.1,3.66,-34.5318204429997
58.2,3.66,-34.5339920753959
58.3,3.66,-34.5362686175696
58.4,3.66,-34.5386500695209
58.5,3.66,-34.5411364312498
58.6,3.66,-34.5437277027563
58.7,3.66,-34.5464238840404
58.8,3.66,-34.5492249751021
58.9,3.66,-34.5521309759414
59,3.66,-34.5551418865583
59.1,3.66,-34.5582577069527
59.2,3.66,-34.5614784371248
59.3,3.66,-34.5648040770744
59.4,3.66,-34.5682346268017
59.5,3.66,-34.5717700863065
59.6,3.66,-34.5754104555889
59.7,3.66,-34.5791557346489
59.8,3.66,-34.5830059234865
59.9,3.66,-34.5869610221017
60,3.66,-34.5910210304945
60.1,3.66,-34.5951859486649
60.2,3.66,-34.5994557766128
60.3,3.66,-34.6038305143384
60.4,3.66,-34.6083101618415
60.5,3.66,-34.6128947191223
60.6,3.66,-34.6175841861806
60.7,3.66,-34.6223785630165
60.8,3.66,-34.62727784963
60.9,3.66,-34.6322820460211
61,3.66,-34.6373911521898
61.1,3.66,-34.6426051681361
61.2,3.66,-34.64792409386
61.3,3.66,-34.6533479293615
61.4,3.66,-34.6588766746405
61.5,3.66,-34.6645103296972
61.6,3.66,-34.6702488945314
61.7,3.66,-34.6760923691433
61.8,3.66,-34.6820407535327
61.9,3.66,-34.6880940476997
62,3.66,-34.6942522516443
62.1,3.66,-34.7005153653665
62.2,3.66,-34.7068833888663
62.3,3.66,-34.7133563221437
62.4,3.66,-34.7199341651986
62.5,3.66,-34.7266169180312
62.6,3.66,-34.7334045806414
62.7,3.66,-34.7402971530291
62.8,3.66,-34.7472946351945
62.9,3.66,-34.7543970271374
63,3.66,-34.7616043288579
63.1,3.66,-34.768916540356
63.2,3.66,-34.7763336616317
63.3,3.66,-34.783855692685
63.4,3.66,-34.7914826335159
63.5,3.66,-34.7992144841244
63.6,3.66,-34.8070512445104
63.7,3.66,-34.8149929146741
63.8,3.66,-34.8230394946154
63.9,3.66,-34.8311909843342
64,3.66,-34.8394473838306
64.1,3.66,-34.8478086931047
64.2,3.66,-34.8562749121563
64.3,3.66,-34.8648460409855
64.4,3.66,-34.8735220795923
64.5,3.66,-34.8823030279767
64.6,3.66,-34.8911888861386
64.7,3.66,-34.9001796540782
64.8,3.66,-34.9092753317954
64.9,3.66,-34.9184759192901
65,3.66,-34.9277814165625
65.1,3.66,-34.9371918236124
65.2,3.66,-34.9467071404399
65.3,3.66,-34.9563273670451
65.4,3.66,-34.9660525034278
65.5,3.66,-34.9758825495881
65.6,3.66,-34.985817505526
65.7,3.66,-34.9958573712414
65.8,3.66,-35.0060021467345
65.9,3.66,-35.0162518320052
66,3.66,-35.0266064270535
66.1,3.66,-35.0370659318793
66.2,3.66,-35.0476303464827
66.3,3.66,-35.0582996708638
66.4,3.66,-35.0690739050224
66.5,3.66,-35.0799530489586
66.6,3.66,-35.0909371026724
66.7,3.66,-35.1020260661638
66.8,3.66,-35.1132199394328
66.9,3.66,-35.1245187224794
67,3.66,-35.1359224153036
67.1,3.66,-35.1474310179053
67.2,3.66,-35.1590445302847
67.3,3.66,-35.1707629524416
67.4,3.66,-35.1825862843761
67.5,3.66,-35.1945145260883
67.6,3.66,-35.206547677578
67.7,3.66,-35.2186857388453
67.8,3.66,-35.2309287098902
67.9,3.66,-35.2432765907127
68,3.66,-35.2557293813128
68.1,3.66,-35.2682870816905
68.2,3.66,-35.2809496918457
68.3,3.66,-35.2937172117786
68.4,3.66,-35.306589641489
68.5,3.66,-35.3195669809771
68.6,3.66,-35.3326492302427
68.7,3.66,-35.3458363892859
68.8,3.66,-35.3591284581067
68.9,3.66,-35.3725254367052
69,3.66,-35.3860273250811
69.1,3.66,-35.3996341232347
69.2,3.66,-35.4133458311659
69.3,3.66,-35.4271624488747
69.4,3.66,-35.441083976361
69.5,3.66,-35.455110413625
69.6,3.66,-35.4692417606665
69.7,3.66,-35.4834780174857
69.8,3.66,-35.4978191840824
69.9,3.66,-35.5122652604567
70,3.66,-35.5268162466086
70.1,3.66,-35.5414721425381
70.2,3.66,-35.5562329482452
70.3,3.66,-35.5710986637299
70.4,3.66,-35.5860692889922
70.5,3.66,-35.601144824032
70.6,3.66,-35.6163252688495
70.7,3.66,-35.6316106234446
70.8,3.66,-35.6470008878172
70.9,3.66,-35.6624960619674
71,3.66,-35.6780961458952
71.1,3.66,-35.6938011396007
71.2,3.66,-35.7096110430837
71.3,3.66,-35.7255258563443
71.4,3.66,-35.7415455793824
71.5,3.66,-35.7576702121982
71.6,3.66,-35.7738997547916
71.7,3.66,-35.7902342071626
71.8,3.66,-35.8066735693111
71.9,3.66,-35.8232178412373
72,3.66,-35.839867022941
72.1,3.66,-35.8566211144223
72.2,3.66,-35.8734801156812
72.3,3.66,-35.8904440267177
72.4,3.66,-35.9075128475318
72.5,3.66,-35.9246865781235
72.6,3.66,-35.9419652184928
72.7,3.66,-35.9593487686397
72.8,3.66,-35.9768372285642
72.9,3.66,-35.9944305982662
73,3.66,-36.0121288777459
73.1,3.66,-36.0299320670031
73.2,3.66,-36.0478401660379
73.3,3.66,-36.0658531748503
73.4,3.66,-36.0839710934404
73.5,3.66,-36.102193921808
73.6,3.66,-36.1205216599532
73.7,3.66,-36.1389543078759
73.8,3.66,-36.1574918655763
73.9,3.66,-36.1761343330543
74,3.66,-36.1948817103099
74.1,3.66,-36.213733997343
74.2,3.66,-36.2326911941537
74.3,3.66,-36.2517533007421
74.4,3.66,-36.270920317108
74.5,3.66,-36.2901922432515
74.6,3.66,-36.3095690791726
74.7,3.66,-36.3290508248713
74.8,3.66,-36.3486374803476
74.9,3.66,-36.3683290456015
75,3.66,-36.388125520633
50,3.67,-34.6701209046028
50.1,3.67,-34.6645292134571
50.2,3.67,-34.6590424320891
50.3,3.67,-34.6536605604987
50.4,3.67,-34.6483835986858
50.5,3.67,-34.6432115466506
50.6,3.67,-34.6381444043929
50.7,3.67,-34.6331821719129
50.8,3.67,-34.6283248492104
50.9,3.67,-34.6235724362855
51,3.67,-34.6189249331382
51.1,3.67,-34.6143823397685
51.2,3.67,-34.6099446561764
51.3,3.67,-34.6056118823619
51.4,3.67,-34.601384018325
51.5,3.67,-34.5972610640656
51.6,3.67,-34.5932430195839
51.7,3.67,-34.5893298848797
51.8,3.67,-34.5855216599532
51.9,3.67,-34.5818183448042
52,3.67,-34.5782199394328
52.1,3.67,-34.574726443839
52.2,3.67,-34.5713378580228
52.3,3.67,-34.5680541819842
52.4,3.67,-34.5648754157232
52.5,3.67,-34.5618015592398
52.6,3.67,-34.5588326125339
52.7,3.67,-34.5559685756057
52.8,3.67,-34.553209448455
52.9,3.67,-34.550555231082
53,3.67,-34.5480059234865
53.1,3.67,-34.5455615256686
53.2,3.67,-34.5432220376284
53.3,3.67,-34.5409874593657
53.4,3.67,-34.5388577908806
53.5,3.67,-34.536833032173
53.6,3.67,-34.5349131832431
53.7,3.67,-34.5330982440908
53.8,3.67,-34.5313882147161
53.9,3.67,-34.5297830951189
54,3.67,-34.5282828852994
54.1,3.67,-34.5268875852574
54.2,3.67,-34.525597194993
54.3,3.67,-34.5244117145062
54.4,3.67,-34.5233311437971
54.5,3.67,-34.5223554828655
54.6,3.67,-34.5214847317114
54.7,3.67,-34.520718890335
54.8,3.67,-34.5200579587362
54.9,3.67,-34.519501936915
55,3.67,-34.5190508248713
55.1,3.67,-34.5187046226053
55.2,3.67,-34.5184633301168
55.3,3.67,-34.518326947406
55.4,3.67,-34.5182954744727
55.5,3.67,-34.518368911317
55.6,3.67,-34.5185472579389
55.7,3.67,-34.5188305143384
55.8,3.67,-34.5192186805155
55.9,3.67,-34.5197117564702
56,3.67,-34.5203097422024
56.1,3.67,-34.5210126377123
56.2,3.67,-34.5218204429997
56.3,3.67,-34.5227331580648
56.4,3.67,-34.5237507829074
56.5,3.67,-34.5248733175276
56.6,3.67,-34.5261007619255
56.7,3.67,-34.5274331161009
56.8,3.67,-34.5288703800539
56.9,3.67,-34.5304125537845
57,3.67,-34.5320596372926
57.1,3.67,-34.5338116305784
57.2,3.67,-34.5356685336418
57.3,3.67,-34.5376303464827
57.4,3.67,-34.5396970691013
57.5,3.67,-34.5418687014974
57.6,3.67,-34.5441452436712
57.7,3.67,-34.5465266956225
57.8,3.67,-34.5490130573514
57.9,3.67,-34.5516043288579
58,3.67,-34.554300510142
58.1,3.67,-34.5571016012037
58.2,3.67,-34.560007602043
58.3,3.67,-34.5630185126598
58.4,3.67,-34.5661343330543
58.5,3.67,-34.5693550632263
58.6,3.67,-34.572680703176
58.7,3.67,-34.5761112529032
58.8,3.67,-34.579646712408
58.9,3.67,-34.5832870816905
59,3.67,-34.5870323607505
59.1,3.67,-34.5908825495881
59.2,3.67,-34.5948376482033
59.3,3.67,-34.598897656596
59.4,3.67,-34.6030625747664
59.5,3.67,-34.6073324027144
59.6,3.67,-34.6117071404399
59.7,3.67,-34.6161867879431
59.8,3.67,-34.6207713452238
59.9,3.67,-34.6254608122822
60,3.67,-34.6302551891181
60.1,3.67,-34.6351544757316
60.2,3.67,-34.6401586721227
60.3,3.67,-34.6452677782914
60.4,3.67,-34.6504817942377
60.5,3.67,-34.6558007199615
60.6,3.67,-34.661224555463
60.7,3.67,-34.6667533007421
60.8,3.67,-34.6723869557987
60.9,3.67,-34.678125520633
61,3.67,-34.6839689952448
61.1,3.67,-34.6899173796342
61.2,3.67,-34.6959706738012
61.3,3.67,-34.7021288777459
61.4,3.67,-34.7083919914681
61.5,3.67,-34.7147600149678
61.6,3.67,-34.7212329482452
61.7,3.67,-34.7278107913002
61.8,3.67,-34.7344935441328
61.9,3.67,-34.7412812067429
62,3.67,-34.7481737791307
62.1,3.67,-34.755171261296
62.2,3.67,-34.7622736532389
62.3,3.67,-34.7694809549595
62.4,3.67,-34.7767931664576
62.5,3.67,-34.7842102877333
62.6,3.67,-34.7917323187866
62.7,3.67,-34.7993592596174
62.8,3.67,-34.8070911102259
62.9,3.67,-34.814927870612
63,3.67,-34.8228695407756
63.1,3.67,-34.8309161207169
63.2,3.67,-34.8390676104357
63.3,3.67,-34.8473240099322
63.4,3.67,-34.8556853192062
63.5,3.67,-34.8641515382578
63.6,3.67,-34.872722667087
63.7,3.67,-34.8813987056938
63.8,3.67,-34.8901796540782
63.9,3.67,-34.8990655122402
64,3.67,-34.9080562801798
64.1,3.67,-34.9171519578969
64.2,3.67,-34.9263525453917
64.3,3.67,-34.935658042664
64.4,3.67,-34.945068449714
64.5,3.67,-34.9545837665415
64.6,3.67,-34.9642039931466
64.7,3.67,-34.9739291295293
64.8,3.67,-34.9837591756896
64.9,3.67,-34.9936941316275
65,3.67,-35.003733997343
65.1,3.67,-35.0138787728361
65.2,3.67,-35.0241284581067
65.3,3.67,-35.034483053155
65.4,3.67,-35.0449425579809
65.5,3.67,-35.0555069725843
65.6,3.67,-35.0661762969653
65.7,3.67,-35.0769505311239
65.8,3.67,-35.0878296750602
65.9,3.67,-35.098813728774
66,3.67,-35.1099026922654
66.1,3.67,-35.1210965655344
66.2,3.67,-35.1323953485809
66.3,3.67,-35.1437990414051
66.4,3.67,-35.1553076440069
66.5,3.67,-35.1669211563862
66.6,3.67,-35.1786395785432
66.7,3.67,-35.1904629104777
66.8,3.67,-35.2023911521898
66.9,3.67,-35.2144243036796
67,3.67,-35.2265623649469
67.1,3.67,-35.2388053359918
67.2,3.67,-35.2511532168143
67.3,3.67,-35.2636060074143
67.4,3.67,-35.276163707792
67.5,3.67,-35.2888263179473
67.6,3.67,-35.3015938378801
67.7,3.67,-35.3144662675906
67.8,3.67,-35.3274436070786
67.9,3.67,-35.3405258563443
68,3.67,-35.3537130153875
68.1,3.67,-35.3670050842083
68.2,3.67,-35.3804020628067
68.3,3.67,-35.3939039511827
68.4,3.67,-35.4075107493363
68.5,3.67,-35.4212224572675
68.6,3.67,-35.4350390749762
68.7,3.67,-35.4489606024626
68.8,3.67,-35.4629870397266
68.9,3.67,-35.4771183867681
69,3.67,-35.4913546435872
69.1,3.67,-35.505695810184
69.2,3.67,-35.5201418865583
69.3,3.67,-35.5346928727102
69.4,3.67,-35.5493487686397
69.5,3.67,-35.5641095743468
69.6,3.67,-35.5789752898315
69.7,3.67,-35.5939459150937
69.8,3.67,-35.6090214501336
69.9,3.67,-35.6242018949511
70,3.67,-35.6394872495461
70.1,3.67,-35.6548775139187
70.2,3.67,-35.670372688069
70.3,3.67,-35.6859727719968
70.4,3.67,-35.7016777657022
70.5,3.67,-35.7174876691852
70.6,3.67,-35.7334024824458
70.7,3.67,-35.749422205484
70.8,3.67,-35.7655468382998
70.9,3.67,-35.7817763808931
71,3.67,-35.7981108332641
71.1,3.67,-35.8145501954127
71.2,3.67,-35.8310944673388
71.3,3.67,-35.8477436490425
71.4,3.67,-35.8644977405239
71.5,3.67,-35.8813567417828
71.6,3.67,-35.8983206528193
71.7,3.67,-35.9153894736334
71.8,3.67,-35.9325632042251
71.9,3.67,-35.9498418445944
72,3.67,-35.9672253947412
72.1,3.67,-35.9847138546657
72.2,3.67,-36.0023072243678
72.3,3.67,-36.0200055038474
72.4,3.67,-36.0378086931047
72.5,3.67,-36.0557167921395
72.6,3.67,-36.0737298009519
72.7,3.67,-36.0918477195419
72.8,3.67,-36.1100705479095
72.9,3.67,-36.1283982860547
73,3.67,-36.1468309339775
73.1,3.67,-36.1653684916779
73.2,3.67,-36.1840109591558
73.3,3.67,-36.2027583364114
73.4,3.67,-36.2216106234446
73.5,3.67,-36.2405678202553
73.6,3.67,-36.2596299268436
73.7,3.67,-36.2787969432096
73.8,3.67,-36.2980688693531
73.9,3.67,-36.3174457052742
74,3.67,-36.3369274509729
74.1,3.67,-36.3565141064492
74.2,3.67,-36.376205671703
74.3,3.67,-36.3960021467345
74.4,3.67,-36.4159035315436
74.5,3.67,-36.4359098261302
74.6,3.67,-36.4560210304945
74.7,3.67,-36.4762371446363
74.8,3.67,-36.4965581685558
74.9,3.67,-36.5169841022528
75,3.67,-36.5375149457274
50,3.68,-34.6418896834529
50.1,3.68,-34.6370323607505
50.2,3.68,-34.6322799478256
50.3,3.68,-34.6276324446783
50.4,3.68,-34.6230898513086
50.5,3.68,-34.6186521677165
50.6,3.68,-34.614319393902
50.7,3.68,-34.610091529865
50.8,3.68,-34.6059685756057
50.9,3.68,-34.601950531124
51,3.68,-34.5980373964198
51.1,3.68,-34.5942291714932
51.2,3.68,-34.5905258563443
51.3,3.68,-34.5869274509729
51.4,3.68,-34.5834339553791
51.5,3.68,-34.5800453695629
51.6,3.68,-34.5767616935243
51.7,3.68,-34.5735829272633
51.8,3.68,-34.5705090707798
51.9,3.68,-34.567540124074
52,3.68,-34.5646760871458
52.1,3.68,-34.5619169599951
52.2,3.68,-34.5592627426221
52.3,3.68,-34.5567134350266
52.4,3.68,-34.5542690372087
52.5,3.68,-34.5519295491684
52.6,3.68,-34.5496949709057
52.7,3.68,-34.5475653024206
52.8,3.68,-34.5455405437131
52.9,3.68,-34.5436206947832
53,3.68,-34.5418057556309
53.1,3.68,-34.5400957262561
53.2,3.68,-34.538490606659
53.3,3.68,-34.5369903968394
53.4,3.68,-34.5355950967975
53.5,3.68,-34.5343047065331
53.6,3.68,-34.5331192260463
53.7,3.68,-34.5320386553371
53.8,3.68,-34.5310629944055
53.9,3.68,-34.5301922432515
54,3.68,-34.5294264018751
54.1,3.68,-34.5287654702763
54.2,3.68,-34.528209448455
54.3,3.68,-34.5277583364114
54.4,3.68,-34.5274121341454
54.5,3.68,-34.5271708416569
54.6,3.68,-34.527034458946
54.7,3.68,-34.5270029860127
54.8,3.68,-34.5270764228571
54.9,3.68,-34.527254769479
55,3.68,-34.5275380258785
55.1,3.68,-34.5279261920556
55.2,3.68,-34.5284192680102
55.3,3.68,-34.5290172537425
55.4,3.68,-34.5297201492524
55.5,3.68,-34.5305279545398
55.6,3.68,-34.5314406696049
55.7,3.68,-34.5324582944475
55.8,3.68,-34.5335808290677
55.9,3.68,-34.5348082734655
56,3.68,-34.5361406276409
56.1,3.68,-34.5375778915939
56.2,3.68,-34.5391200653245
56.3,3.68,-34.5407671488327
56.4,3.68,-34.5425191421185
56.5,3.68,-34.5443760451819
56.6,3.68,-34.5463378580228
56.7,3.68,-34.5484045806414
56.8,3.68,-34.5505762130375
56.9,3.68,-34.5528527552112
57,3.68,-34.5552342071626
57.1,3.68,-34.5577205688915
57.2,3.68,-34.560311840398
57.3,3.68,-34.5630080216821
57.4,3.68,-34.5658091127438
57.5,3.68,-34.568715113583
57.6,3.68,-34.5717260241999
57.7,3.68,-34.5748418445944
57.8,3.68,-34.5780625747664
57.9,3.68,-34.5813882147161
58,3.68,-34.5848187644433
58.1,3.68,-34.5883542239481
58.2,3.68,-34.5919945932305
58.3,3.68,-34.5957398722906
58.4,3.68,-34.5995900611281
58.5,3.68,-34.6035451597433
58.6,3.68,-34.6076051681361
58.7,3.68,-34.6117700863065
58.8,3.68,-34.6160399142545
58.9,3.68,-34.62041465198
59,3.68,-34.6248942994832
59.1,3.68,-34.6294788567639
59.2,3.68,-34.6341683238222
59.3,3.68,-34.6389627006582
59.4,3.68,-34.6438619872717
59.5,3.68,-34.6488661836628
59.6,3.68,-34.6539752898315
59.7,3.68,-34.6591893057777
59.8,3.68,-34.6645082315016
59.9,3.68,-34.6699320670031
60,3.68,-34.6754608122822
60.1,3.68,-34.6810944673388
60.2,3.68,-34.686833032173
60.3,3.68,-34.6926765067849
60.4,3.68,-34.6986248911743
60.5,3.68,-34.7046781853413
60.6,3.68,-34.7108363892859
60.7,3.68,-34.7170995030081
60.8,3.68,-34.7234675265079
60.9,3.68,-34.7299404597853
61,3.68,-34.7365183028403
61.1,3.68,-34.7432010556728
61.2,3.68,-34.749988718283
61.3,3.68,-34.7568812906707
61.4,3.68,-34.7638787728361
61.5,3.68,-34.770981164779
61.6,3.68,-34.7781884664995
61.7,3.68,-34.7855006779976
61.8,3.68,-34.7929177992733
61.9,3.68,-34.8004398303266
62,3.68,-34.8080667711575
62.1,3.68,-34.815798621766
62.2,3.68,-34.8236353821521
62.3,3.68,-34.8315770523157
62.4,3.68,-34.839623632257
62.5,3.68,-34.8477751219758
62.6,3.68,-34.8560315214723
62.7,3.68,-34.8643928307463
62.8,3.68,-34.8728590497979
62.9,3.68,-34.8814301786271
63,3.68,-34.8901062172339
63.1,3.68,-34.8988871656183
63.2,3.68,-34.9077730237803
63.3,3.68,-34.9167637917198
63.4,3.68,-34.925859469437
63.5,3.68,-34.9350600569318
63.6,3.68,-34.9443655542041
63.7,3.68,-34.953775961254
63.8,3.68,-34.9632912780816
63.9,3.68,-34.9729115046867
64,3.68,-34.9826366410694
64.1,3.68,-34.9924666872297
64.2,3.68,-35.0024016431676
64.3,3.68,-35.0124415088831
64.4,3.68,-35.0225862843762
64.5,3.68,-35.0328359696468
64.6,3.68,-35.0431905646951
64.7,3.68,-35.0536500695209
64.8,3.68,-35.0642144841244
64.9,3.68,-35.0748838085054
65,3.68,-35.085658042664
65.1,3.68,-35.0965371866002
65.2,3.68,-35.107521240314
65.3,3.68,-35.1186102038054
65.4,3.68,-35.1298040770744
65.5,3.68,-35.141102860121
65.6,3.68,-35.1525065529452
65.7,3.68,-35.1640151555469
65.8,3.68,-35.1756286679263
65.9,3.68,-35.1873470900833
66,3.68,-35.1991704220178
66.1,3.68,-35.2110986637299
66.2,3.68,-35.2231318152196
66.3,3.68,-35.2352698764869
66.4,3.68,-35.2475128475318
66.5,3.68,-35.2598607283543
66.6,3.68,-35.2723135189544
66.7,3.68,-35.2848712193321
66.8,3.68,-35.2975338294874
66.9,3.68,-35.3103013494202
67,3.68,-35.3231737791307
67.1,3.68,-35.3361511186187
67.2,3.68,-35.3492333678843
67.3,3.68,-35.3624205269276
67.4,3.68,-35.3757125957484
67.5,3.68,-35.3891095743468
67.6,3.68,-35.4026114627228
67.7,3.68,-35.4162182608764
67.8,3.68,-35.4299299688075
67.9,3.68,-35.4437465865163
68,3.68,-35.4576681140027
68.1,3.68,-35.4716945512666
68.2,3.68,-35.4858258983082
68.3,3.68,-35.5000621551273
68.4,3.68,-35.514403321724
68.5,3.68,-35.5288493980984
68.6,3.68,-35.5434003842503
68.7,3.68,-35.5580562801798
68.8,3.68,-35.5728170858869
68.9,3.68,-35.5876828013715
69,3.68,-35.6026534266338
69.1,3.68,-35.6177289616737
69.2,3.68,-35.6329094064911
69.3,3.68,-35.6481947610862
69.4,3.68,-35.6635850254588
69.5,3.68,-35.6790801996091
69.6,3.68,-35.6946802835369
69.7,3.68,-35.7103852772423
69.8,3.68,-35.7261951807253
69.9,3.68,-35.7421099939859
70,3.68,-35.7581297170241
70.1,3.68,-35.7742543498399
70.2,3.68,-35.7904838924332
70.3,3.68,-35.8068183448042
70.4,3.68,-35.8232577069527
70.5,3.68,-35.8398019788789
70.6,3.68,-35.8564511605826
70.7,3.68,-35.8732052520639
70.8,3.68,-35.8900642533229
70.9,3.68,-35.9070281643594
71,3.68,-35.9240969851735
71.1,3.68,-35.9412707157652
71.2,3.68,-35.9585493561344
71.3,3.68,-35.9759329062813
71.4,3.68,-35.9934213662058
71.5,3.68,-36.0110147359078
71.6,3.68,-36.0287130153875
71.7,3.68,-36.0465162046447
71.8,3.68,-36.0644243036796
71.9,3.68,-36.082437312492
72,3.68,-36.100555231082
72.1,3.68,-36.1187780594496
72.2,3.68,-36.1371057975948
72.3,3.68,-36.1555384455176
72.4,3.68,-36.174076003218
72.5,3.68,-36.1927184706959
72.6,3.68,-36.2114658479515
72.7,3.68,-36.2303181349846
72.8,3.68,-36.2492753317954
72.9,3.68,-36.2683374383837
73,3.68,-36.2875044547496
73.1,3.68,-36.3067763808931
73.2,3.68,-36.3261532168143
73.3,3.68,-36.345634962513
73.4,3.68,-36.3652216179892
73.5,3.68,-36.3849131832431
73.6,3.68,-36.4047096582746
73.7,3.68,-36.4246110430837
73.8,3.68,-36.4446173376703
73.9,3.68,-36.4647285420346
74,3.68,-36.4849446561764
74.1,3.68,-36.5052656800958
74.2,3.68,-36.5256916137929
74.3,3.68,-36.5462224572675
74.4,3.68,-36.5668582105197
